date,trips,precipitation,snow_depth,snowfall,max_t,min_t,average_wind_speed,dow,year,month,holiday,stations_in_service,weekday,weekday_non_holiday,dt,day,season
2015-4-20,11202,1.37008,0,0,13.9,7.8,7.38189,1,2015,4,0,328,1,1,6.1,20,1
2015-4-21,24868,0.200787,0,0,18.3,11.1,6.03973,2,2015,4,0,328,1,1,7.2,21,1
2015-4-22,21997,0.0511811,0,0,20.6,8.9,6.48712,3,2015,4,0,329,1,1,11.7,22,1
2015-4-23,22074,0,0,0,11.1,5,9.17144,4,2015,4,0,329,1,1,6.1,23,1
2015-4-24,20981,0,0,0,11.1,3.9,8.50036,5,2015,4,0,327,1,1,7.2,24,1
2015-4-25,21082,0,0,0,16.7,3.3,5.59234,6,2015,4,0,327,0,0,13.4,25,1
2015-4-26,21594,0,0,0,17.8,7.8,5.14495,0,2015,4,0,327,0,0,10,26,1
2015-4-27,25501,0,0,0,16.7,9.4,5.81603,1,2015,4,0,327,1,1,7.3,27,1
2015-4-28,29795,0,0,0,21.7,10,7.82928,2,2015,4,0,327,1,1,11.7,28,1
2015-4-29,31532,0,0,0,25.6,10,5.59234,3,2015,4,0,327,1,1,15.6,29,1
2015-4-30,29252,0,0,0,19.4,8.9,8.05297,4,2015,4,0,327,1,1,10.5,30,1
2015-5-1,27924,0,0,0,17.2,9.4,5.14495,5,2015,5,0,327,1,1,7.8,1,1
2015-5-2,25743,0,0,0,23.3,8.9,2.90802,6,2015,5,0,327,0,0,14.4,2,1
2015-5-3,27694,0,0,0,26.7,10.6,2.46063,0,2015,5,0,327,0,0,16.1,3,1
2015-5-4,32066,0,0,0,29.4,13.9,5.36865,1,2015,5,0,327,1,1,15.5,4,1
2015-5-5,33012,0,0,0,29.4,18.9,4.02649,2,2015,5,0,328,1,1,10.5,5,1
2015-5-6,30313,0,0,0,22.8,15,4.92126,3,2015,5,0,328,1,1,7.8,6,1
2015-5-7,34871,0,0,0,26.7,13.3,2.23694,4,2015,5,0,328,1,1,13.4,7,1
2015-5-8,34304,0,0,0,27.8,13.3,2.90802,5,2015,5,0,328,1,1,14.5,8,1
2015-5-9,24329,0,0,0,21.1,13.9,4.25018,6,2015,5,0,328,0,0,7.2,9,1
2015-5-10,26573,0,0,0,28.3,16.1,3.5791,0,2015,5,0,328,0,0,12.2,10,1
2015-5-11,32382,0,0,0,28.9,21.1,3.80279,1,2015,5,0,328,1,1,7.8,11,1
2015-5-12,35225,0,0,0,30,17.8,5.36865,2,2015,5,0,328,1,1,12.2,12,1
2015-5-13,33402,0,0,0,21.1,11.7,7.38189,3,2015,5,0,327,1,1,9.4,13,1
2015-5-14,40826,0,0,0,22.8,10,3.80279,4,2015,5,0,326,1,1,12.8,14,1
2015-5-15,34945,0,0,0,23.9,12.8,3.3554,5,2015,5,0,326,1,1,11.1,15,1
2015-5-16,23882,0.299213,0,0,23.9,13.9,2.01324,6,2015,5,0,327,0,0,10,16,1
2015-5-17,30969,0.019685,0,0,28.3,17.8,2.01324,0,2015,5,0,327,0,0,10.5,17,1
2015-5-18,31559,0,0,0,23.9,15.6,4.69757,1,2015,5,0,327,1,1,8.3,18,1
2015-5-19,33895,0,0,0,26.7,15,2.46063,2,2015,5,0,327,1,1,11.7,19,1
2015-5-20,33823,0,0,0,19.4,12.2,6.9345,3,2015,5,0,327,1,1,7.2,20,1
2015-5-21,31214,0,0,0,16.7,11.1,2.68432,4,2015,5,0,327,1,1,5.6,21,1
2015-5-22,31891,0,0,0,23.3,12.8,6.03973,5,2015,5,0,327,1,1,10.5,22,1
2015-5-23,23910,0,0,0,21.1,9.4,4.47387,6,2015,5,0,327,0,0,11.7,23,1
2015-5-24,25151,0,0,0,27.2,13.3,3.80279,0,2015,5,0,327,0,0,13.9,24,1
2015-5-25,28164,0,0,0,29.4,17.8,4.92126,1,2015,5,1,327,1,0,11.6,25,1
2015-5-26,35786,0,0,0,31.1,19.4,5.14495,2,2015,5,0,327,1,1,11.7,26,1
2015-5-27,33710,0.0787402,0,0,29.4,21.1,5.14495,3,2015,5,0,327,1,1,8.3,27,1
2015-5-28,35934,0,0,0,29.4,21.1,4.02649,4,2015,5,0,327,1,1,8.3,28,1
2015-5-29,37756,0,0,0,29.4,18.3,4.02649,5,2015,5,0,326,1,1,11.1,29,1
2015-5-30,31147,0,0,0,29.4,19.4,5.59234,6,2015,5,0,326,0,0,10,30,1
2015-5-31,19586,1.46063,0,0,30.6,13.9,5.59234,0,2015,5,0,326,0,0,16.7,31,1
2015-6-1,15283,0.720472,0,0,14.4,10.6,10.2899,1,2015,6,0,327,1,1,3.8,1,2
2015-6-2,11984,0.370079,0,0,12.8,10,6.26342,2,2015,6,0,327,1,1,2.8,2,2
2015-6-3,34590,0,0,0,21.1,11.1,4.69757,3,2015,6,0,327,1,1,10,3,2
2015-6-4,32772,0,0,0,18.3,12.2,5.14495,4,2015,6,0,327,1,1,6.1,4,2
2015-6-5,31294,0.129921,0,0,21.1,12.8,2.90802,5,2015,6,0,326,1,1,8.3,5,2
2015-6-6,26334,0.188976,0,0,24.4,15.6,4.69757,6,2015,6,0,326,0,0,8.8,6,2
2015-6-7,30773,0,0,0,23.3,12.8,3.80279,0,2015,6,0,326,0,0,10.5,7,2
2015-6-8,33585,0.0590551,0,0,26.1,17.2,6.03973,1,2015,6,0,326,1,1,8.9,8,2
2015-6-9,35412,0.011811,0,0,28.3,20,4.92126,2,2015,6,0,327,1,1,8.3,9,2
2015-6-10,39350,0,0,0,27.8,18.3,3.13171,3,2015,6,0,326,1,1,9.5,10,2
2015-6-11,37400,0,0,0,31.7,22.2,4.47387,4,2015,6,0,325,1,1,9.5,11,2
2015-6-12,35136,0,0,0,31.1,22.8,4.47387,5,2015,6,0,326,1,1,8.3,12,2
2015-6-13,29980,0,0,0,30,22.2,5.36865,6,2015,6,0,326,0,0,7.8,13,2
2015-6-14,28184,0.358268,0,0,31.1,18.9,2.68432,0,2015,6,0,326,0,0,12.2,14,2
2015-6-15,25087,0.570866,0,0,28.3,17.8,4.69757,1,2015,6,0,325,1,1,10.5,15,2
2015-6-16,32147,0.271654,0,0,26.1,18.3,2.23694,2,2015,6,0,326,1,1,7.8,16,2
2015-6-17,38030,0,0,0,27.8,18.9,3.80279,3,2015,6,0,325,1,1,8.9,17,2
2015-6-18,35464,0,0,0,21.7,17.8,3.5791,4,2015,6,0,325,1,1,3.9,18,2
2015-6-19,37380,0,0,0,30.6,20,3.80279,5,2015,6,0,325,1,1,10.6,19,2
2015-6-20,23580,0,0,0,23.9,17.8,5.36865,6,2015,6,0,325,0,0,6.1,20,2
2015-6-21,25926,0.641732,0,0,31.1,21.7,4.47387,0,2015,6,0,325,0,0,9.4,21,2
2015-6-22,37677,0,0,0,30.6,21.1,4.92126,1,2015,6,0,325,1,1,9.5,22,2
2015-6-23,32294,0.019685,0,0,32.2,23.9,5.81603,2,2015,6,0,325,1,1,8.3,23,2
2015-6-24,41070,0,0,0,28.9,20,4.69757,3,2015,6,0,325,1,1,8.9,24,2
2015-6-25,39673,0,0,0,28.3,18.3,3.13171,4,2015,6,0,325,1,1,10,25,2
2015-6-26,38614,0,0,0,27.2,20.6,4.47387,5,2015,6,0,325,1,1,6.6,26,2
2015-6-27,15485,1.11811,0,0,21.7,14.4,7.38189,6,2015,6,0,325,0,0,7.3,27,2
2015-6-28,20591,0.291339,0,0,22.8,16.7,5.36865,0,2015,6,0,324,0,0,6.1,28,2
2015-6-29,38037,0,0,0,24.4,17.2,4.92126,1,2015,6,0,324,1,1,7.2,29,2
2015-6-30,38087,0.0393701,0,0,27.8,20,4.92126,2,2015,6,0,326,1,1,7.8,30,2
2015-7-1,37539,0.389764,0,0,27.8,20.6,4.25018,3,2015,7,0,326,1,1,7.2,1,2
2015-7-2,35559,0,0,0,26.7,20.6,1.11847,4,2015,7,0,326,1,1,6.1,2,2
2015-7-3,26928,0,0,0,27.8,18.9,2.90802,5,2015,7,1,326,1,0,8.9,3,2
2015-7-4,21706,0,0,0,23.9,20.6,3.3554,6,2015,7,0,326,0,0,3.3,4,2
2015-7-5,25920,0,0,0,28.3,20,1.56586,0,2015,7,0,326,0,0,8.3,5,2
2015-7-6,35251,0,0,0,28.3,22.2,2.90802,1,2015,7,0,326,1,1,6.1,6,2
2015-7-7,36837,0.11811,0,0,31.1,23.9,4.92126,2,2015,7,0,326,1,1,7.2,7,2
2015-7-8,35047,0,0,0,31.1,25,3.13171,3,2015,7,0,327,1,1,6.1,8,2
2015-7-9,31978,0.299213,0,0,26.1,20,4.69757,4,2015,7,0,328,1,1,6.1,9,2
2015-7-10,38559,0,0,0,28.9,22.2,4.69757,5,2015,7,0,328,1,1,6.7,10,2
2015-7-11,31719,0,0,0,31.1,20.6,2.46063,6,2015,7,0,328,0,0,10.5,11,2
2015-7-12,31037,0,0,0,31.7,22.2,2.01324,0,2015,7,0,328,0,0,9.5,12,2
2015-7-13,38485,0,0,0,31.1,22.8,2.68432,1,2015,7,0,329,1,1,8.3,13,2
2015-7-14,35802,0.42126,0,0,27.8,22.8,2.68432,2,2015,7,0,329,1,1,5,14,2
2015-7-15,34979,0.11811,0,0,27.2,22.2,4.47387,3,2015,7,0,329,1,1,5,15,2
2015-7-16,42356,0,0,0,26.7,17.8,5.59234,4,2015,7,0,329,1,1,8.9,16,2
2015-7-17,39595,0,0,0,27.2,19.4,3.80279,5,2015,7,0,329,1,1,7.8,17,2
2015-7-18,28870,0.318898,0,0,29.4,21.7,4.47387,6,2015,7,0,329,0,0,7.7,18,2
2015-7-19,28531,0,0,0,33.9,25.6,3.13171,0,2015,7,0,329,0,0,8.3,19,2
2015-7-20,34889,0,0,0,34.4,27.8,4.47387,1,2015,7,0,329,1,1,6.6,20,2
2015-7-21,38499,0,0,0,31.7,23.3,2.46063,2,2015,7,0,329,1,1,8.4,21,2
2015-7-22,42557,0,0,0,29.4,20.6,5.81603,3,2015,7,0,329,1,1,8.8,22,2
2015-7-23,42175,0,0,0,30,20,3.80279,4,2015,7,0,329,1,1,10,23,2
2015-7-24,40330,0,0,0,30.6,21.1,2.01324,5,2015,7,0,329,1,1,9.5,24,2
2015-7-25,31639,0,0,0,31.1,20.6,3.13171,6,2015,7,0,329,0,0,10.5,25,2
2015-7-26,30543,0,0,0,32.2,23.3,4.47387,0,2015,7,0,329,0,0,8.9,26,2
2015-7-27,38747,0.358268,0,0,30,21.7,2.90802,1,2015,7,0,329,1,1,8.3,27,2
2015-7-28,40434,0,0,0,35,23.9,2.68432,2,2015,7,0,329,1,1,11.1,28,2
2015-7-29,39428,0,0,0,35.6,25.6,3.80279,3,2015,7,0,329,1,1,10,29,2
2015-7-30,31166,1.94882,0,0,30.6,24.4,4.25018,4,2015,7,0,329,1,1,6.2,30,2
2015-7-31,38571,0,0,0,31.7,22.2,3.3554,5,2015,7,0,329,1,1,9.5,31,2
2015-8-1,35179,0,0,0,31.7,23.9,4.47387,6,2015,8,0,331,0,0,7.8,1,2
2015-8-2,31622,0,0,0,31.7,21.7,2.01324,0,2015,8,0,331,0,0,10,2,2
2015-8-3,38888,0,0,0,32.2,23.9,4.92126,1,2015,8,0,332,1,1,8.3,3,2
2015-8-4,40783,0.429134,0,0,31.7,20.6,5.36865,2,2015,8,0,333,1,1,11.1,4,2
2015-8-5,41075,0,0,0,30.6,22.2,2.90802,3,2015,8,0,335,1,1,8.4,5,2
2015-8-6,42283,0,0,0,28.3,19.4,2.46063,4,2015,8,0,335,1,1,8.9,6,2
2015-8-7,40999,0,0,0,28.9,20.6,5.36865,5,2015,8,0,335,1,1,8.3,7,2
2015-8-8,38723,0,0,0,27.8,20,3.80279,6,2015,8,0,335,0,0,7.8,8,2
2015-8-9,32716,0,0,0,29.4,20,3.80279,0,2015,8,0,335,0,0,9.4,9,2
2015-8-10,39870,0,0,0,28.9,21.1,4.47387,1,2015,8,0,336,1,1,7.8,10,2
2015-8-11,25066,1.16929,0,0,27.2,21.7,4.25018,2,2015,8,0,338,1,1,5.5,11,2
2015-8-12,42994,0,0,0,29.4,21.7,4.69757,3,2015,8,0,343,1,1,7.7,12,2
2015-8-13,42170,0,0,0,28.3,19.4,3.13171,4,2015,8,0,348,1,1,8.9,13,2
2015-8-14,39983,0,0,0,31.1,19.4,2.90802,5,2015,8,0,353,1,1,11.7,14,2
2015-8-15,37821,0,0,0,33.3,22.8,3.3554,6,2015,8,0,353,0,0,10.5,15,2
2015-8-16,30344,0,0,0,33.9,24.4,1.56586,0,2015,8,0,355,0,0,9.5,16,2
2015-8-17,37449,0,0,0,35,25.6,3.3554,1,2015,8,0,362,1,1,9.4,17,2
2015-8-18,39916,0.291339,0,0,32.2,22.8,4.02649,2,2015,8,0,368,1,1,9.4,18,2
2015-8-19,40726,0,0,0,30.6,25,4.02649,3,2015,8,0,377,1,1,5.6,19,2
2015-8-20,39280,0.011811,0,0,30,25,5.59234,4,2015,8,0,384,1,1,5,20,2
2015-8-21,38038,0.318898,0,0,30.6,21.7,4.25018,5,2015,8,0,392,1,1,8.9,21,2
2015-8-22,34277,0,0,0,30,20.6,4.47387,6,2015,8,0,393,0,0,9.4,22,2
2015-8-23,33071,0,0,0,29.4,21.1,4.02649,0,2015,8,0,394,0,0,8.3,23,2
2015-8-24,38943,0,0,0,30.6,22.8,2.46063,1,2015,8,0,395,1,1,7.8,24,2
2015-8-25,41655,0,0,0,32.2,22.8,3.80279,2,2015,8,0,399,1,1,9.4,25,2
2015-8-26,42832,0,0,0,29.4,19.4,3.80279,3,2015,8,0,409,1,1,10,26,2
2015-8-27,43173,0,0,0,27.8,19.4,3.13171,4,2015,8,0,415,1,1,8.4,27,2
2015-8-28,41755,0,0,0,27.8,17.2,2.46063,5,2015,8,0,417,1,1,10.6,28,2
2015-8-29,34381,0,0,0,30.6,19.4,2.01324,6,2015,8,0,417,0,0,11.2,29,2
2015-8-30,32913,0.129921,0,0,32.2,22.2,4.02649,0,2015,8,0,418,0,0,10,30,2
2015-8-31,40119,0,0,0,32.8,24.4,4.47387,1,2015,8,0,421,1,1,8.4,31,2
2015-9-1,43291,0,0,0,32.2,24.4,2.23694,2,2015,9,0,422,1,1,7.8,1,3
2015-9-2,43225,0,0,0,32.8,23.3,1.78955,3,2015,9,0,424,1,1,9.5,2,3
2015-9-3,42879,0,0,0,33.9,23.3,2.01324,4,2015,9,0,426,1,1,10.6,3,3
2015-9-4,39956,0,0,0,29.4,22.2,6.9345,5,2015,9,0,428,1,1,7.2,4,3
2015-9-5,34005,0,0,0,28.3,19.4,4.02649,6,2015,9,0,428,0,0,8.9,5,3
2015-9-6,33199,0,0,0,30.6,18.3,1.34216,0,2015,9,0,428,0,0,12.3,6,3
2015-9-7,33682,0,0,0,33.3,21.1,4.25018,1,2015,9,1,429,1,0,12.2,7,3
2015-9-8,42766,0,0,0,36.1,24.4,4.92126,2,2015,9,0,432,1,1,11.7,8,3
2015-9-9,44005,0,0,0,32.2,24.4,3.80279,3,2015,9,0,435,1,1,7.8,9,3
2015-9-10,22253,1.57874,0,0,26.1,21.1,6.26342,4,2015,9,0,437,1,1,5,10,3
2015-9-11,47613,0,0,0,27.2,18.9,5.14495,5,2015,9,0,440,1,1,8.3,11,3
2015-9-12,33661,0.291339,0,0,26.1,20.6,4.25018,6,2015,9,0,439,0,0,5.5,12,3
2015-9-13,34794,0.0393701,0,0,26.7,16.7,6.26342,0,2015,9,0,439,0,0,10,13,3
2015-9-14,44668,0,0,0,25,15,6.48712,1,2015,9,0,442,1,1,10,14,3
2015-9-15,48729,0,0,0,28.9,16.7,2.23694,2,2015,9,0,445,1,1,12.2,15,3
2015-9-16,51179,0,0,0,31.1,18.9,1.34216,3,2015,9,0,446,1,1,12.2,16,3
2015-9-17,50705,0,0,0,31.7,20,2.23694,4,2015,9,0,446,1,1,11.7,17,3
2015-9-18,50285,0,0,0,30.6,20,2.01324,5,2015,9,0,447,1,1,10.6,18,3
2015-9-19,43011,0,0,0,28.3,20,2.68432,6,2015,9,0,447,0,0,8.3,19,3
2015-9-20,40462,0,0,0,26.1,17.8,7.82928,0,2015,9,0,447,0,0,8.3,20,3
2015-9-21,47180,0,0,0,22.8,15,7.60558,1,2015,9,0,448,1,1,7.8,21,3
2015-9-22,48685,0,0,0,21.7,16.7,6.9345,2,2015,9,0,447,1,1,5,22,3
2015-9-23,48366,0,0,0,26.7,15,2.90802,3,2015,9,0,448,1,1,11.7,23,3
2015-9-24,52706,0,0,0,27.8,15.6,4.25018,4,2015,9,0,449,1,1,12.2,24,3
2015-9-25,51368,0,0,0,24.4,17.2,6.26342,5,2015,9,0,450,1,1,7.2,25,3
2015-9-26,42560,0,0,0,22.2,16.1,6.03973,6,2015,9,0,450,0,0,6.1,26,3
2015-9-27,38285,0,0,0,21.7,13.3,4.92126,0,2015,9,0,451,0,0,8.4,27,3
2015-9-28,48011,0,0,0,25.6,18.3,3.3554,1,2015,9,0,451,1,1,7.3,28,3
2015-9-29,48725,0.110236,0,0,28.3,22.2,2.68432,2,2015,9,0,453,1,1,6.1,29,3
2015-9-30,39445,1.25984,0,0,26.1,15,8.27666,3,2015,9,0,453,1,1,11.1,30,3
2015-10-1,34719,0.0905512,0,0,17.8,13.3,8.72405,4,2015,10,0,455,1,1,4.5,1,3
2015-10-2,9444,1.07874,0,0,13.9,8.9,12.5268,5,2015,10,0,455,1,1,5,2,3
2015-10-3,16564,0.350394,0,0,12.8,9.4,11.4084,6,2015,10,0,455,0,0,3.4,3,3
2015-10-4,30214,0,0,0,17.2,11.7,10.7373,0,2015,10,0,456,0,0,5.5,4,3
2015-10-5,44581,0,0,0,19.4,11.1,6.26342,1,2015,10,0,458,1,1,8.3,5,3
2015-10-6,49719,0,0,0,22.8,11.1,1.56586,2,2015,10,0,461,1,1,11.7,6,3
2015-10-7,50141,0,0,0,22.8,14.4,2.90802,3,2015,10,0,462,1,1,8.4,7,3
2015-10-8,50179,0,0,0,22.2,15,3.3554,4,2015,10,0,464,1,1,7.2,8,3
2015-10-9,37283,0.889764,0,0,25.6,16.1,4.02649,5,2015,10,0,467,1,1,9.5,9,3
2015-10-10,39345,0,0,0,18.3,10,2.46063,6,2015,10,0,468,0,0,8.3,10,3
2015-10-11,38967,0,0,0,20.6,11.7,3.80279,0,2015,10,0,469,0,0,8.9,11,3
2015-10-12,45584,0,0,0,25,13.3,3.80279,1,2015,10,0,470,1,1,11.7,12,3
2015-10-13,49047,0.011811,0,0,22.2,16.1,3.5791,2,2015,10,0,470,1,1,6.1,13,3
2015-10-14,49998,0,0,0,20.6,13.9,3.80279,3,2015,10,0,472,1,1,6.7,14,3
2015-10-15,48783,0,0,0,17.8,10.6,4.02649,4,2015,10,0,471,1,1,7.2,15,3
2015-10-16,46484,0,0,0,17.8,11.7,5.36865,5,2015,10,0,472,1,1,6.1,16,3
2015-10-17,31809,0,0,0,13.3,5.6,5.81603,6,2015,10,0,472,0,0,7.7,17,3
2015-10-18,23978,0,0,0,10,3.3,4.92126,0,2015,10,0,472,0,0,6.7,18,3
2015-10-19,36570,0,0,0,11.7,1.7,3.80279,1,2015,10,0,472,1,1,10,19,3
2015-10-20,45376,0,0,0,21.1,8.9,6.03973,2,2015,10,0,472,1,1,12.2,20,3
2015-10-21,49121,0,0,0,24.4,13.9,2.23694,3,2015,10,0,473,1,1,10.5,21,3
2015-10-22,49604,0,0,0,23.9,14.4,4.69757,4,2015,10,0,471,1,1,9.5,22,3
2015-10-23,44679,0,0,0,18.3,7.2,6.71081,5,2015,10,0,471,1,1,11.1,23,3
2015-10-24,31713,0,0,0,13.9,4.4,4.02649,6,2015,10,0,471,0,0,9.5,24,3
2015-10-25,29289,0.0511811,0,0,20,8.9,4.92126,0,2015,10,0,471,0,0,11.1,25,3
2015-10-26,42165,0,0,0,14.4,7.8,3.80279,1,2015,10,0,469,1,1,6.6,26,3
2015-10-27,44553,0,0,0,15,7.2,4.47387,2,2015,10,0,467,1,1,7.8,27,3
2015-10-28,20736,1.40157,0,0,20.6,11.7,6.71081,3,2015,10,0,467,1,1,8.9,28,3
2015-10-29,45358,0.0393701,0,0,22.8,13.9,6.48712,4,2015,10,0,469,1,1,8.9,29,3
2015-10-30,44518,0,0,0,16.1,8.9,5.81603,5,2015,10,0,471,1,1,7.2,30,3
2015-10-31,31756,0,0,0,13.3,5.6,2.90802,6,2015,10,0,471,0,0,7.7,31,3
2015-11-1,30622,0,0,0,18.3,12.2,4.92126,0,2015,11,0,471,0,0,6.1,1,3
2015-11-2,44534,0,0,0,17.2,12.2,2.01324,1,2015,11,0,473,1,1,5,2,3
2015-11-3,49326,0,0,0,22.2,8.9,2.46063,2,2015,11,0,476,1,1,13.3,3,3
2015-11-4,49487,0,0,0,21.1,13.3,2.46063,3,2015,11,0,478,1,1,7.8,4,3
2015-11-5,43006,0.011811,0,0,21.7,13.3,2.01324,4,2015,11,0,479,1,1,8.4,5,3
2015-11-6,47162,0,0,0,23.3,18.9,4.69757,5,2015,11,0,479,1,1,4.4,6,3
2015-11-7,35586,0,0,0,22.2,11.7,4.47387,6,2015,11,0,479,0,0,10.5,7,3
2015-11-8,32317,0,0,0,13.3,7.8,3.5791,0,2015,11,0,479,0,0,5.5,8,3
2015-11-9,42262,0,0,0,15,6.1,2.01324,1,2015,11,0,479,1,1,8.9,9,3
2015-11-10,21585,0.259843,0,0,13.9,10.6,9.84252,2,2015,11,0,479,1,1,3.3,10,3
2015-11-11,37705,0.429134,0,0,14.4,9.4,4.92126,3,2015,11,0,479,1,1,5,11,3
2015-11-12,37319,0.011811,0,0,16.1,10.6,5.59234,4,2015,11,0,479,1,1,5.5,12,3
2015-11-13,38970,0,0,0,14.4,7.8,10.7373,5,2015,11,0,478,1,1,6.6,13,3
2015-11-14,25299,0,0,0,9.4,5.6,7.82928,6,2015,11,0,477,0,0,3.8,14,3
2015-11-15,25990,0,0,0,14.4,3.9,4.69757,0,2015,11,0,477,0,0,10.5,15,3
2015-11-16,40916,0,0,0,19.4,10.6,4.02649,1,2015,11,0,478,1,1,8.8,16,3
2015-11-17,38939,0,0,0,11.1,4.4,6.26342,2,2015,11,0,478,1,1,6.7,17,3
2015-11-18,41485,0,0,0,14.4,7.8,5.14495,3,2015,11,0,477,1,1,6.6,18,3
2015-11-19,21890,1.25197,0,0,17.8,13.9,5.59234,4,2015,11,0,477,1,1,3.9,19,3
2015-11-20,38205,0,0,0,17.8,7.8,5.81603,5,2015,11,0,477,1,1,10,20,3
2015-11-21,28038,0,0,0,11.7,5.6,6.48712,6,2015,11,0,477,0,0,6.1,21,3
2015-11-22,23343,0.0314961,0,0,12.8,5.6,6.26342,0,2015,11,0,477,0,0,7.2,22,3
2015-11-23,30136,0,0,0,6.7,0.6,5.81603,1,2015,11,0,476,1,1,6.1,23,3
2015-11-24,32218,0,0,0,7.8,0,3.80279,2,2015,11,0,476,1,1,7.8,24,3
2015-11-25,30295,0,0,0,10,2.2,2.68432,3,2015,11,0,476,1,1,7.8,25,3
2015-11-26,13291,0,0,0,15.6,5,2.90802,4,2015,11,1,474,1,0,10.6,26,3
2015-11-27,22824,0,0,0,17.8,10.6,3.80279,5,2015,11,1,474,1,0,7.2,27,3
2015-11-28,15830,0.019685,0,0,17.8,7.2,5.22,6,2015,11,0,474,0,0,10.6,28,3
2015-11-29,18452,0,0,0,9.4,3.3,5.22,0,2015,11,0,474,0,0,6.1,29,3
2015-11-30,30213,0,0,0,8.3,0.6,5.59234,1,2015,11,0,474,1,1,7.7,30,3
